,,Overall NHL Stats,,,,,,,,,Time on Ice,,,,Goals,,,,,Assists,,,,,Points,,,,,,per 60 All Situations,,,per 60 Even-Strength,,,per 60 Power-Play,,,per Game,,,Shots,,Defensive,,Faceoffs,,
Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
642,Cole Perfetti,WPG,19,F,18,2,5,7,0,1,14:08,12:52,1:15,0:00,2,0,0,1,0,4,1,0,0,0,6,1,0,1,0,14.3%,0.471,1.178,1.649,0.518,1.035,1.553,0,2.639,2.639,0.111,0.278,0.389,21,9.5%,17,2,0,3,0.00%
643,Gregory Hofmann,CBJ,29,F,24,2,5,7,8,6,12:30,11:42,0:34,0:13,2,0,0,2,0,5,0,0,0,0,7,0,0,2,0,0.0%,0.4,1,1.399,0.427,1.068,1.495,0,0,0,0.083,0.208,0.292,33,6.1%,23,10,0,8,0.00%
644,Nolan Patrick,VGK,23,F,25,2,5,7,6,1,11:30,9:49,1:40,0:00,2,0,0,0,0,4,1,0,0,0,6,1,0,0,0,14.3%,0.417,1.043,1.46,0.488,0.977,1.465,0,1.44,1.44,0.08,0.2,0.28,34,5.9%,26,3,83,89,48.26%
645,Ross Johnston,NYI,27,F,32,2,5,7,44,-3,10:16,10:14,0:02,0:00,2,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0.0%,0.365,0.913,1.278,0.366,0.916,1.282,0,0,0,0.063,0.156,0.219,9,22.2%,90,16,0,1,0.00%
646,Nicolas Meloche,SJS,24,D,50,2,5,7,39,-17,16:52,15:45,0:06,0:59,2,0,0,1,0,4,0,1,1,0,6,0,1,2,0,0.0%,0.142,0.356,0.498,0.152,0.305,0.457,0,0,0,0.04,0.1,0.14,36,5.6%,158,54,0,0,0.00%
647,Travis Dermott,VAN,25,D,60,2,5,7,14,9,15:20,14:42,0:01,0:35,2,0,0,1,0,5,0,0,0,0,7,0,0,1,0,0.0%,0.13,0.326,0.456,0.136,0.34,0.476,0,0,0,0.033,0.083,0.117,46,4.4%,55,46,0,0,0.00%
648,Patrik Nemeth,NYR,29,D,63,2,5,7,28,-9,16:38,15:00,0:03,1:34,2,0,0,1,0,5,0,0,0,0,7,0,0,1,0,0.0%,0.115,0.286,0.401,0.127,0.317,0.444,0,0,0,0.032,0.079,0.111,52,3.9%,115,102,0,0,0.00%
649,Jeremy Lauzon,NSH,24,D,66,2,5,7,81,-6,17:40,15:45,0:01,1:53,2,0,0,0,0,5,0,0,1,0,7,0,0,1,0,0.0%,0.103,0.257,0.36,0.115,0.288,0.404,0,0,0,0.03,0.076,0.106,75,2.7%,224,63,0,0,0.00%
650,Thomas Novak,NSH,24,F,27,1,6,7,2,-4,11:47,10:02,1:44,0:00,0,1,0,0,0,3,3,0,2,0,3,4,0,2,0,57.1%,0.188,1.131,1.319,0,0.664,0.664,1.275,3.826,5.101,0.037,0.222,0.259,25,4.0%,4,6,62,79,43.97%
651,Joel Kiviranta,DAL,25,F,56,1,6,7,10,-6,9:31,9:27,0:00,0:03,1,0,0,0,0,6,0,0,1,0,7,0,0,1,0,0.0%,0.113,0.675,0.788,0.113,0.68,0.793,0,0,0,0.018,0.107,0.125,59,1.7%,97,23,0,3,0.00%
652,Cam Dineen,ARI,23,D,34,0,7,7,4,-16,15:38,14:19,0:14,1:04,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0.0%,0,0.79,0.79,0,0.862,0.862,0,0,0,0,0.206,0.206,52,0.0%,22,44,0,0,0.00%
653,Victor Mete,OTT,23,D,37,0,7,7,4,-19,14:37,12:34,0:25,1:38,0,0,0,0,0,6,1,0,1,0,6,1,0,1,0,14.3%,0,0.776,0.776,0,0.774,0.774,0,3.859,3.859,0,0.189,0.189,27,0.0%,13,38,0,0,0.00%
654,Michael Carcone,ARI,25,F,21,4,2,6,14,-8,12:18,12:01,0:16,0:00,4,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0.0%,0.928,0.464,1.392,0.95,0.475,1.425,0,0,0,0.19,0.095,0.286,36,11.1%,31,7,0,7,0.00%
655,Carter Rowney,DET,32,F,26,4,2,6,0,-4,10:40,10:17,0:01,0:21,4,0,0,0,0,1,0,1,1,0,5,0,1,1,0,0.0%,0.865,0.433,1.298,0.897,0.224,1.121,0,0,0,0.154,0.077,0.231,15,26.7%,36,20,74,91,44.85%
656,Maxwell Willman,PHI,26,F,41,4,2,6,16,-13,11:46,11:20,0:01,0:23,4,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0.0%,0.497,0.249,0.746,0.516,0.258,0.774,0,0,0,0.098,0.049,0.146,65,6.2%,53,10,2,5,28.57%
657,Alex Barre-Boulet,TBL,24,F,16,3,3,6,4,0,11:00,9:17,1:42,0:00,3,0,0,0,0,2,1,0,1,0,5,1,0,1,0,16.7%,1.023,1.023,2.045,1.211,0.807,2.018,0,2.194,2.194,0.188,0.188,0.375,16,18.8%,10,3,6,9,40.00%
658,Kevin Labanc,SJS,26,F,21,3,3,6,6,-4,13:17,11:24,1:53,0:00,1,2,0,1,0,1,2,0,1,1,2,4,0,2,1,66.7%,0.645,0.645,1.29,0.251,0.251,0.501,3.026,3.026,6.053,0.143,0.143,0.286,36,8.3%,28,9,0,1,0.00%
659,Matt Luff,NSH,24,F,23,3,3,6,4,3,9:24,9:18,0:03,0:02,3,0,0,1,0,3,0,0,0,0,6,0,0,1,0,0.0%,0.832,0.832,1.664,0.841,0.841,1.683,0,0,0,0.13,0.13,0.261,26,11.5%,29,4,2,0,100.00%
660,Joel Edmundson,MTL,28,D,24,3,3,6,35,-1,19:35,17:04,0:04,2:25,3,0,0,0,0,3,0,0,1,0,6,0,0,1,0,0.0%,0.383,0.383,0.766,0.439,0.439,0.879,0,0,0,0.125,0.125,0.25,32,9.4%,61,45,0,0,0.00%
661,Brett Leason,WSH,22,F,36,3,3,6,4,1,8:57,8:56,0:00,0:00,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0.0%,0.558,0.558,1.117,0.559,0.559,1.118,0,0,0,0.083,0.083,0.167,45,6.7%,16,14,3,5,37.50%
662,Michael Stone,CGY,31,D,11,2,4,6,4,3,17:27,15:31,0:58,0:58,1,1,0,1,0,3,1,0,2,0,4,2,0,3,0,33.3%,0.625,1.25,1.875,0.351,1.054,1.406,5.643,5.643,11.285,0.182,0.364,0.545,24,8.3%,26,17,0,0,0.00%
663,Radim Zohorna,PIT,25,F,17,2,4,6,4,12,10:19,9:48,0:30,0:00,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0.0%,0.684,1.367,2.051,0.719,1.439,2.158,0,0,0,0.118,0.235,0.353,9,22.2%,23,3,4,8,33.33%
664,Brett Murray,BUF,23,F,19,2,4,6,23,-3,12:57,12:22,0:34,0:00,2,0,0,0,0,3,1,0,0,0,5,1,0,0,0,16.7%,0.487,0.974,1.462,0.51,0.765,1.275,0,5.43,5.43,0.105,0.211,0.316,14,14.3%,17,2,0,0,0.00%
665,Oskar Steen,BOS,23,F,20,2,4,6,6,-1,11:04,10:34,0:13,0:16,2,0,0,0,0,4,0,0,1,0,6,0,0,1,0,0.0%,0.542,1.084,1.626,0.568,1.136,1.703,0,0,0,0.1,0.2,0.3,25,8.0%,32,8,1,5,16.67%
666,Corey Schueneman,MTL,26,D,24,2,4,6,8,-5,16:35,15:11,0:29,0:54,2,0,0,0,0,3,1,0,0,0,5,1,0,0,0,16.7%,0.301,0.602,0.904,0.329,0.493,0.822,0,5.07,5.07,0.083,0.167,0.25,30,6.7%,15,40,0,0,0.00%
667,Jonas Røndbjerg,VGK,22,F,30,2,4,6,4,0,10:00,9:30,0:00,0:29,2,0,0,0,0,4,0,0,2,0,6,0,0,2,0,0.0%,0.4,0.799,1.199,0.421,0.841,1.262,0,0,0,0.067,0.133,0.2,30,6.7%,13,11,0,2,0.00%
668,Connor Dewar,MIN,22,F,35,2,4,6,25,-4,9:54,9:07,0:02,0:44,2,0,0,1,0,3,1,0,0,0,5,1,0,1,0,16.7%,0.346,0.692,1.038,0.376,0.563,0.939,0,40.909,40.909,0.057,0.114,0.171,44,4.6%,48,22,62,71,46.62%
669,Jake Leschyshyn,VGK,22,F,41,2,4,6,8,-2,11:18,10:28,0:01,0:47,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0.0%,0.259,0.518,0.777,0.279,0.559,0.838,0,0,0,0.049,0.098,0.146,35,5.7%,45,23,122,143,46.04%
670,Joel Hanley,DAL,30,D,44,2,4,6,4,-13,11:56,11:15,0:00,0:40,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0.0%,0.228,0.457,0.685,0.242,0.485,0.727,0,0,0,0.045,0.091,0.136,18,11.1%,60,43,0,0,0.00%
671,Matias Maccelli,ARI,21,F,23,1,5,6,4,-10,14:12,12:54,1:14,0:03,1,0,0,0,0,4,1,0,1,1,5,1,0,1,1,16.7%,0.184,0.919,1.102,0.202,0.809,1.011,0,2.109,2.109,0.043,0.217,0.261,21,4.8%,12,8,2,0,100.00%
672,Buddy Robinson,ANA,30,F,32,1,5,6,19,2,9:14,8:39,0:00,0:34,1,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0.0%,0.203,1.014,1.217,0.217,1.083,1.299,0,0,0,0.031,0.156,0.188,38,2.6%,56,12,0,6,0.00%
673,Reese Johnson,CHI,23,F,37,1,5,6,16,-13,10:37,9:25,0:00,1:11,1,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0.0%,0.153,0.763,0.916,0.172,0.86,1.033,0,0,0,0.027,0.135,0.162,24,4.2%,141,14,107,105,50.47%
674,Andrej Sustr,ANA,31,D,38,1,5,6,16,-4,14:43,13:38,0:00,1:04,1,0,0,0,0,5,0,0,1,0,6,0,0,1,0,0.0%,0.107,0.536,0.643,0.116,0.579,0.695,0,0,0,0.026,0.132,0.158,28,3.6%,27,36,0,0,0.00%
675,Ryan Merkley,SJS,21,D,39,1,5,6,8,-10,15:22,13:56,1:23,0:02,1,0,0,0,0,3,2,0,0,0,4,2,0,0,0,33.3%,0.1,0.5,0.6,0.11,0.331,0.441,0,2.211,2.211,0.026,0.128,0.154,36,2.8%,12,22,0,0,0.00%
676,Robert Bortuzzo,STL,32,D,73,1,5,6,36,-4,13:44,11:36,0:00,2:07,1,0,0,0,0,5,0,0,1,0,6,0,0,1,0,0.0%,0.06,0.299,0.359,0.071,0.354,0.425,0,0,0,0.014,0.068,0.082,47,2.1%,135,98,0,0,0.00%
677,Sami Niku,MTL,25,D,13,0,6,6,2,3,15:17,12:55,2:05,0:16,0,0,0,0,0,5,1,0,1,0,5,1,0,1,0,16.7%,0,1.812,1.812,0,1.786,1.786,0,2.202,2.202,0,0.462,0.462,14,0.0%,6,17,0,0,0.00%
678,Scott Perunovich,STL,23,D,19,0,6,6,8,2,15:27,13:25,2:01,0:00,0,0,0,0,0,3,3,0,1,0,3,3,0,1,0,50.0%,0,1.226,1.226,0,0.705,0.705,0,4.673,4.673,0,0.316,0.316,14,0.0%,5,12,0,0,0.00%
679,Mitchell Stephens,DET,24,F,27,0,6,6,8,-8,11:10,9:46,0:00,1:24,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0.0%,0,1.193,1.193,0,1.364,1.364,0,0,0,0,0.222,0.222,17,0.0%,21,9,124,129,49.01%
680,Urho Vaakanainen,ANA,22,D,29,0,6,6,10,-5,19:19,17:31,0:20,1:27,0,0,0,0,0,5,1,0,1,1,5,1,0,1,1,16.7%,0,0.643,0.643,0,0.59,0.59,0,6.133,6.133,0,0.207,0.207,27,0.0%,27,28,0,0,0.00%
681,Casey Fitzgerald,BUF,24,D,36,0,6,6,36,-19,16:52,15:35,0:03,1:07,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0.0%,0,0.593,0.593,0,0.641,0.641,0,0,0,0,0.167,0.167,41,0.0%,86,35,0,0,0.00%
682,Josh Brown,BOS,27,D,52,0,6,6,37,-7,14:13,12:23,0:01,1:48,0,0,0,0,0,6,0,0,1,0,6,0,0,1,0,0.0%,0,0.487,0.487,0,0.559,0.559,0,0,0,0,0.115,0.115,45,0.0%,118,62,0,0,0.00%
683,Brendan Perlini,EDM,25,F,23,4,1,5,6,-2,8:22,8:15,0:06,0:00,4,0,0,0,0,1,0,0,1,0,5,0,0,1,0,0.0%,1.246,0.312,1.558,1.264,0.316,1.58,0,0,0,0.174,0.043,0.217,24,16.7%,29,3,0,1,0.00%
684,Drew O'Connor,PIT,23,F,22,3,2,5,4,-1,10:17,9:18,0:53,0:04,3,0,0,0,0,2,0,0,1,0,5,0,0,1,0,0.0%,0.796,0.53,1.326,0.879,0.586,1.464,0,0,0,0.136,0.091,0.227,40,7.5%,12,7,18,34,34.62%
685,Jeffrey Truchon-Viel,SJS,24,F,34,3,2,5,114,-2,8:48,8:46,0:00,0:00,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0.0%,0.601,0.401,1.002,0.603,0.402,1.005,0,0,0,0.088,0.059,0.147,30,10.0%,84,11,4,8,33.33%
686,Jesse Ylönen,MTL,22,F,14,2,3,5,2,2,11:33,10:18,1:15,0:00,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0.0%,0.741,1.112,1.853,0.832,1.247,2.079,0,0,0,0.143,0.214,0.357,16,12.5%,5,4,0,0,0.00%
687,Drake Caggiula,BUF,27,F,18,2,3,5,4,-4,14:38,12:52,0:07,1:37,2,0,0,1,0,2,1,0,0,0,4,1,0,1,0,20.0%,0.455,0.683,1.139,0.518,0.518,1.035,0,25.352,25.352,0.111,0.167,0.278,23,8.7%,17,7,1,3,25.00%
688,Mark Jankowski,BUF,27,F,19,2,3,5,4,2,13:38,11:36,0:04,1:57,2,0,0,1,0,3,0,0,1,0,5,0,0,2,0,0.0%,0.463,0.694,1.157,0.544,0.816,1.36,0,0,0,0.105,0.158,0.263,14,14.3%,5,8,86,93,48.04%
689,Morgan Barron,WPG,23,F,27,2,3,5,8,-4,9:47,9:44,0:01,0:02,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0.0%,0.454,0.68,1.134,0.457,0.685,1.141,0,0,0,0.074,0.111,0.185,33,6.1%,49,8,30,24,55.56%
690,Colton Sceviour,EDM,32,F,35,2,3,5,26,-6,9:28,7:54,0:00,1:33,2,0,0,0,0,2,0,1,1,0,4,0,1,1,0,0.0%,0.362,0.543,0.905,0.433,0.433,0.866,0,0,0,0.057,0.086,0.143,38,5.3%,41,20,29,33,46.77%
691,Greg McKegg,NYR,29,F,43,2,3,5,6,-11,10:52,9:37,0:02,1:11,2,0,0,0,0,2,0,1,0,0,4,0,1,0,0,0.0%,0.257,0.385,0.642,0.29,0.29,0.58,0,0,0,0.047,0.07,0.116,25,8.0%,50,22,72,88,45.00%
692,Kurtis MacDermid,COL,27,D,58,2,3,5,89,1,7:23,7:18,0:00,0:05,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0.0%,0.28,0.419,0.699,0.283,0.424,0.707,0,0,0,0.034,0.052,0.086,46,4.4%,105,22,0,0,0.00%
693,Ryan Ellis,PHI,30,D,4,1,4,5,0,2,22:48,18:44,1:39,2:24,1,0,0,0,0,2,2,0,0,0,3,2,0,0,0,40.0%,0.658,2.631,3.289,0.801,1.601,2.402,0,18.09,18.09,0.25,1,1.25,6,16.7%,1,6,0,0,0.00%
694,Robin Salo,NYI,23,D,21,1,4,5,4,-6,16:41,15:09,1:29,0:02,1,0,0,0,0,2,2,0,2,0,3,2,0,2,0,40.0%,0.171,0.685,0.856,0.189,0.377,0.566,0,3.82,3.82,0.048,0.19,0.238,24,4.2%,7,23,0,0,0.00%
695,Mark Friedman,PIT,26,D,26,1,4,5,23,1,13:16,12:19,0:02,0:55,1,0,0,1,0,4,0,0,0,0,5,0,0,1,0,0.0%,0.174,0.695,0.869,0.187,0.749,0.936,0,0,0,0.038,0.154,0.192,27,3.7%,27,25,0,0,0.00%
696,Tyler Pitlick,MTL,30,F,39,1,4,5,6,-11,10:56,10:22,0:02,0:31,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0%,0.141,0.562,0.703,0.148,0.594,0.742,0,0,0,0.026,0.103,0.128,36,2.8%,70,26,4,6,40.00%
697,Kyle Burroughs,VAN,26,D,42,1,4,5,39,-3,12:56,12:22,0:01,0:32,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0%,0.11,0.442,0.552,0.115,0.462,0.577,0,0,0,0.024,0.095,0.119,39,2.6%,122,59,0,0,0.00%
698,Simon Benoit,ANA,23,D,53,1,4,5,22,-5,14:05,13:21,0:00,0:43,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0.0%,0.08,0.321,0.402,0.085,0.339,0.424,0,0,0,0.019,0.075,0.094,45,2.2%,168,39,0,0,0.00%
699,Thomas Bordeleau,SJS,19,F,8,0,5,5,0,-1,15:35,13:55,1:39,0:00,0,0,0,0,0,4,1,0,0,0,4,1,0,0,0,20.0%,0,2.405,2.405,0,2.154,2.154,0,4.511,4.511,0,0.625,0.625,13,0.0%,3,4,40,49,44.94%
700,Ville Heinola,WPG,20,D,12,0,5,5,10,-2,14:53,14:09,0:41,0:03,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0.0%,0,1.679,1.679,0,1.766,1.766,0,0,0,0,0.417,0.417,25,0.0%,9,7,0,0,0.00%
701,Dylan Samberg,WPG,22,D,15,0,5,5,4,3,14:51,14:05,0:01,0:43,0,0,0,0,0,5,0,0,2,0,5,0,0,2,0,0.0%,0,1.346,1.346,0,1.419,1.419,0,0,0,0,0.333,0.333,14,0.0%,21,19,0,0,0.00%
702,Lassi Thomson,OTT,21,D,16,0,5,5,2,-8,17:14,15:26,1:10,0:38,0,0,0,0,0,4,1,0,0,0,4,1,0,0,0,20.0%,0,1.087,1.087,0,0.972,0.972,0,3.211,3.211,0,0.313,0.313,18,0.0%,23,9,0,0,0.00%
703,William Lagesson,MTL,25,D,33,0,5,5,13,3,12:34,11:39,0:01,0:54,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0.0%,0,0.723,0.723,0,0.78,0.78,0,0,0,0,0.152,0.152,33,0.0%,40,20,0,0,0.00%
704,Nolan Foote,NJD,21,F,7,3,1,4,0,3,10:22,9:47,0:32,0:01,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.0%,2.48,0.827,3.307,2.625,0.875,3.5,0,0,0,0.429,0.143,0.571,10,30.0%,8,1,0,3,0.00%
705,Brett Ritchie,CGY,28,F,41,3,1,4,29,-6,9:43,9:39,0:03,0:00,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.0%,0.452,0.151,0.602,0.454,0.151,0.606,0,0,0,0.073,0.024,0.098,55,5.5%,78,5,1,3,25.00%
706,Michael Sgarbossa,WSH,29,F,10,2,2,4,0,3,9:53,9:09,0:44,0:00,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0%,1.213,1.213,2.425,1.311,1.311,2.622,0,0,0,0.2,0.2,0.4,11,18.2%,7,2,41,31,56.94%
707,Nathan Smith,ARI,23,F,10,2,2,4,2,-1,14:09,12:26,1:38,0:04,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0%,0.848,0.848,1.696,0.965,0.965,1.93,0,0,0,0.2,0.2,0.4,14,14.3%,26,6,38,58,39.58%
708,Calen Addison,MIN,21,D,15,2,2,4,2,-4,13:47,12:15,1:31,0:00,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0%,0.58,0.58,1.16,0.652,0.652,1.305,0,0,0,0.133,0.133,0.267,17,11.8%,12,6,0,0,0.00%
709,Ronnie Attard,PHI,22,D,15,2,2,4,8,-2,16:35,14:35,0:54,1:06,2,0,0,0,0,2,0,0,1,0,4,0,0,1,0,0.0%,0.482,0.482,0.964,0.548,0.548,1.096,0,0,0,0.133,0.133,0.267,16,12.5%,24,17,0,0,0.00%
710,Mark Kastelic,OTT,22,F,16,2,2,4,14,-1,9:11,8:55,0:13,0:01,2,0,0,1,0,2,0,0,1,0,4,0,0,2,0,0.0%,0.817,0.817,1.633,0.84,0.84,1.68,0,0,0,0.125,0.125,0.25,11,18.2%,51,10,70,50,58.33%
711,Arttu Ruotsalainen,BUF,24,F,18,2,2,4,6,-1,11:53,10:38,0:48,0:26,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0%,0.561,0.561,1.121,0.627,0.627,1.253,0,0,0,0.111,0.111,0.222,23,8.7%,14,6,51,69,42.50%
712,James Neal,STL,34,F,19,2,2,4,0,-1,11:57,10:12,1:45,0:00,1,1,0,1,0,1,1,0,0,0,2,2,0,1,0,50.0%,0.528,0.528,1.056,0.309,0.309,0.618,1.805,1.805,3.609,0.105,0.105,0.211,31,6.5%,17,3,0,2,0.00%
713,Justin Dowling,VAN,31,F,22,2,2,4,2,-3,9:35,8:51,0:23,0:20,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0%,0.568,0.568,1.137,0.616,0.616,1.232,0,0,0,0.091,0.091,0.182,17,11.8%,10,9,21,19,52.50%
714,Axel Jonsson Fjällby,WSH,23,F,23,2,2,4,4,0,11:10,10:27,0:02,0:41,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0%,0.467,0.467,0.933,0.499,0.499,0.998,0,0,0,0.087,0.087,0.174,29,6.9%,18,8,1,3,25.00%
715,Marian Studenic,DAL,23,F,33,2,2,4,6,-7,11:08,10:27,0:09,0:31,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0%,0.326,0.326,0.652,0.347,0.347,0.695,0,0,0,0.061,0.061,0.121,42,4.8%,25,15,1,3,25.00%
716,Haydn Fleury,SEA,25,D,36,2,2,4,13,0,16:16,15:10,0:10,0:55,2,0,0,1,0,2,0,0,1,0,4,0,0,2,0,0.0%,0.205,0.205,0.41,0.22,0.22,0.44,0,0,0,0.056,0.056,0.111,52,3.9%,60,62,0,0,0.00%
717,John Hayden,BUF,26,F,55,2,2,4,84,-12,10:51,10:12,0:02,0:34,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.0%,0.201,0.201,0.402,0.214,0.214,0.427,0,0,0,0.036,0.036,0.073,65,3.1%,104,24,2,7,22.22%
718,Isaac Ratcliffe,PHI,22,F,10,1,3,4,10,-1,10:44,9:42,1:01,0:00,1,0,0,0,0,1,2,0,0,0,2,2,0,0,0,50.0%,0.558,1.675,2.233,0.618,0.618,1.236,0,11.688,11.688,0.1,0.3,0.4,14,7.1%,16,8,0,1,0.00%
719,Taro Hirose,DET,25,F,15,1,3,4,4,-5,10:39,9:01,1:38,0:00,0,1,0,0,0,2,1,0,0,0,2,2,0,0,0,50.0%,0.375,1.126,1.501,0,0.887,0.887,2.437,2.437,4.875,0.067,0.2,0.267,10,10.0%,9,2,1,1,50.00%
720,Matt Irwin,WSH,34,D,17,1,3,4,6,0,12:38,12:03,0:01,0:34,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0%,0.279,0.838,1.117,0.293,0.878,1.171,0,0,0,0.059,0.176,0.235,29,3.5%,36,21,0,0,0.00%
721,Kevin Bahl,NJD,21,D,17,1,3,4,10,-6,15:44,14:39,0:04,1:00,1,0,0,0,0,3,0,0,1,0,4,0,0,1,0,0.0%,0.224,0.672,0.897,0.241,0.722,0.963,0,0,0,0.059,0.176,0.235,16,6.3%,28,15,0,0,0.00%
722,Kyle Turris,EDM,32,F,23,1,3,4,4,-5,8:37,8:11,0:25,0:00,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0%,0.303,0.908,1.21,0.318,0.955,1.274,0,0,0,0.043,0.13,0.174,21,4.8%,13,6,28,22,56.00%
723,Kyle Clifford,TOR,30,F,25,1,3,4,31,-5,8:47,8:36,0:00,0:10,1,0,0,0,0,3,0,0,2,0,4,0,0,2,0,0.0%,0.273,0.818,1.091,0.279,0.837,1.116,0,0,0,0.04,0.12,0.16,29,3.5%,50,5,3,4,42.86%
724,Nils Lundkvist,NYR,21,D,25,1,3,4,0,4,13:55,12:33,1:12,0:09,0,1,0,0,0,2,1,0,1,0,2,2,0,1,0,50.0%,0.172,0.517,0.689,0,0.382,0.382,1.977,1.977,3.954,0.04,0.12,0.16,32,3.1%,15,15,0,0,0.00%
725,Philippe Myers,NSH,24,D,27,1,3,4,12,5,14:52,13:51,0:01,0:59,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0%,0.149,0.448,0.597,0.16,0.481,0.641,0,0,0,0.037,0.111,0.148,28,3.6%,50,17,0,0,0.00%
726,Andrej Sekera,DAL,35,D,32,1,3,4,16,-3,13:42,12:49,0:00,0:52,1,0,0,0,0,3,0,0,2,0,4,0,0,2,0,0.0%,0.137,0.41,0.547,0.146,0.439,0.585,0,0,0,0.031,0.094,0.125,26,3.9%,15,25,0,0,0.00%
727,Thomas Harley,DAL,20,D,34,1,3,4,6,-4,13:41,13:39,0:01,0:00,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.0%,0.129,0.387,0.516,0.129,0.388,0.517,0,0,0,0.029,0.088,0.118,36,2.8%,30,30,0,0,0.00%
728,William Eklund,SJS,19,F,9,0,4,4,2,-3,14:19,12:03,2:15,0:01,0,0,0,0,0,1,3,0,1,0,1,3,0,1,0,75.0%,0,1.861,1.861,0,0.553,0.553,0,8.889,8.889,0,0.444,0.444,8,0.0%,4,4,3,5,37.50%
729,Bobby Brink,PHI,20,F,10,0,4,4,0,-5,15:26,12:25,3:01,0:00,0,0,0,0,0,3,1,0,0,0,3,1,0,0,0,25.0%,0,1.554,1.554,0,1.449,1.449,0,1.98,1.98,0,0.4,0.4,18,0.0%,15,2,3,1,75.00%
730,Derrick Pouliot,SEA,27,D,11,0,4,4,4,6,15:30,15:23,0:03,0:02,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0.0%,0,1.407,1.407,0,1.417,1.417,0,0,0,0,0.364,0.364,8,0.0%,10,14,0,0,0.00%
731,Samuel Blais,NYR,25,F,14,0,4,4,17,3,13:27,12:18,1:09,0:00,0,0,0,0,0,4,0,0,2,0,4,0,0,2,0,0.0%,0,1.274,1.274,0,1.393,1.393,0,0,0,0,0.286,0.286,17,0.0%,37,8,2,3,40.00%
732,Slater Koekkoek,EDM,27,D,19,0,4,4,16,2,11:10,10:53,0:00,0:16,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0.0%,0,1.13,1.13,0,1.16,1.16,0,0,0,0,0.211,0.211,11,0.0%,21,18,0,0,0.00%
733,Nathan Beaulieu,WPG,29,D,24,0,4,4,25,-7,10:46,8:47,0:02,1:56,0,0,0,0,0,3,0,1,0,0,3,0,1,0,0,0.0%,0,0.928,0.928,0,0.854,0.854,0,0,0,0,0.167,0.167,24,0.0%,19,19,0,0,0.00%
734,Colton White,NJD,24,D,27,0,4,4,8,2,13:15,12:57,0:00,0:16,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0.0%,0,0.671,0.671,0,0.686,0.686,0,0,0,0,0.148,0.148,18,0.0%,24,14,0,0,0.00%
735,Ryan Murray,COL,28,D,37,0,4,4,2,-3,14:05,12:58,0:01,1:04,0,0,0,0,0,3,0,1,1,0,3,0,1,1,0,0.0%,0,0.46,0.46,0,0.375,0.375,0,0,0,0,0.108,0.108,26,0.0%,32,41,0,0,0.00%
